Date,Route Index,Store Order
0428,1,瑞芳ＤＣ
0428,1,汐止車站店
0428,1,汐止和平店
0428,1,汐止建安店
0428,1,汐止建泰店
0428,1,汐止鄉長店
0428,1,七堵長安店
0428,1,七堵新明德店
0428,1,七堵泰安店
0428,1,七堵東新店
0428,1,七堵自治店
0428,1,七堵大興店
0428,1,七堵永富店
0428,1,八堵車站店
0428,1,基隆暖東店
0428,1,基隆暖盛店
0428,1,基隆暖鑫店
0428,1,七堵工明店
0428,1,基隆百福店
0428,1,汐止摩天店
0428,1,汐止大同店
0428,1,汐止保興店
0428,1,汐止宏國店
0428,1,汐止智興店
0428,2,名門店
0428,2,興萬店
0428,2,興昌店
0428,2,中科大店
0428,2,再興店
0428,2,木興店
0428,2,明興店
0428,2,文山公宅店
0428,2,保儀店
0428,2,鑫順店
0428,2,欣榮店
0428,2,恆光店
0428,2,興政店
0428,2,指南店
0428,2,政富店
0428,2,木柵路店
0428,2,興崙店
0428,2,順輝店
0428,2,興業店
0428,2,新福興店
0428,2,景興店
0428,2,萬福店
0428,2,萬興店
0428,2,瑞芳ＤＣ
