Date,Route Index,Store Order
0415,1,瑞芳ＤＣ
0415,1,汐止鄉長店
0415,1,汐止和平店
0415,1,汐止農會店
0415,1,汐止經貿店
0415,1,七堵長安店
0415,1,七堵新明德店
0415,1,七堵泰安店
0415,1,七堵東新店
0415,1,七堵自治店
0415,1,七堵大興店
0415,1,七堵永富店
0415,1,基隆暖東店
0415,1,基隆暖盛店
0415,1,基隆暖鑫店
0415,1,八堵車站店
0415,1,七堵工明店
0415,1,基隆百福店
0415,1,汐止摩天店
0415,1,汐止大同店
0415,1,汐止保興店
0415,1,汐止宏國店
0415,1,汐止智興店
0415,2,瑞芳ＤＣ
0415,2,名門店
0415,2,興萬店
0415,2,興昌店
0415,2,中科大店
0415,2,再興店
0415,2,明興店
0415,2,文山公宅店
0415,2,保儀店
0415,2,鑫順店
0415,2,欣榮店
0415,2,恆光店
0415,2,興政店
0415,2,政富店
0415,2,指南店
0415,2,木柵路店
0415,2,木興店
0415,2,興崙店
0415,2,順輝店
0415,2,興業店
0415,2,新福興店
0415,2,景興店
0415,2,萬福店
0415,2,萬興店
