Date,Route Index,Store Order
0305,1,瑞芳ＤＣ
0305,1,松創店
0305,1,逸鑫店
0305,1,台北１０１店
0305,1,建鑫店
0305,1,松仁店
0305,1,新安興店
0305,1,祥和店
0305,1,挹翠店
0305,1,盛興店
0305,1,莊敬店
0305,1,北醫店
0305,1,富興店
0305,1,景聯店
0305,1,三興店
0305,1,復昌店
0305,1,新信德店
0305,1,松友店
0305,1,松永店
0305,2,萬芳店
0305,2,興園店
0305,2,仙岩店
0305,2,靜興店
0305,2,華德店
0305,2,新文華店
0305,2,羅和店
0305,2,萬和店
0305,2,師美店
0305,2,萬慶店
0305,2,深坑北福店
0305,2,深坑北深店
0305,2,深坑埔新店
0305,2,深坑昇高店
0305,2,深坑紅葉店
0305,2,石碇國道店
0305,2,坪林順益店
0305,2,石碇雙溪店
0305,2,平溪平安店
0305,2,平溪十分店
0305,2,瑞芳ＤＣ
